COD_S11,GENDER,STRATUM,SISBEN,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,SCHOOL_NAT,SEL,SEL_IHE
SB11201320428216,F,Stratum 4,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320428227,M,Stratum 3,Level 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,PRIVATE,1,2
SB11201320428391,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320428461,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320428475,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320428503,M,Stratum 3,Level 3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320428520,M,Stratum 3,Level 1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320428669,M,Stratum 2,Level 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,1,2
SB11201320428678,F,Stratum 1,Level 1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320428763,M,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320428916,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320428930,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320428977,F,Stratum 2,Level 2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320428994,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320428997,M,Stratum 1,Level 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320428998,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320429020,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320429062,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320429095,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320429257,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320429291,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320429314,M,Stratum 1,Level 1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320429835,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320429858,F,Stratum 3,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320430065,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,2
SB11201320430111,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320430121,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320430143,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320430147,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320430312,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320430590,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320430626,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320430767,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320430774,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,3,4
SB11201320430879,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320430933,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,3
SB11201320431159,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320431382,M,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320431476,M,Stratum 2,Level 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320431524,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PRIVATE,2,2
SB11201320431562,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320431572,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320431616,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320431651,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320431665,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,4
SB11201320431700,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320431819,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320431828,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320431830,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320431839,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320431878,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320431937,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320431940,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320431943,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320431971,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320432007,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320432035,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,3,4
SB11201320432070,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320432467,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,3
SB11201320432499,M,Stratum 3,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320432685,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320432813,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320432865,M,Stratum 2,Level 2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320433195,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320433364,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320433372,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320433680,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320433815,M,Stratum 2,Level 2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320434073,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320434142,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320434190,F,Stratum 3,Level 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320434373,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320434439,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320434450,M,Stratum 4,Level 1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,4,2
SB11201320434498,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320434565,M,Stratum 3,Level 1,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320434829,M,Stratum 2,Level 1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320434985,M,Stratum 1,Level 1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320435018,M,Stratum 1,Level 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320435049,F,Stratum 2,Level 2,No,No,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320435227,M,Stratum 3,Level 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,4,2
SB11201320435366,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,3
SB11201320435482,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320435570,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,3
SB11201320436199,M,Stratum 6,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320436235,M,Stratum 2,Level 2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320436338,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320436530,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320436582,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,4
SB11201320436599,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,4
SB11201320436782,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320436794,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320436805,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,4
SB11201320437063,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320437159,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,3,4
SB11201320437164,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320437267,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,3,2
SB11201320437283,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320437328,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320437460,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320437541,M,Stratum 2,Level 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,4
SB11201320437584,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,4
SB11201320437585,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320437666,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,2,4
SB11201320437672,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320437892,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,2
SB11201320438187,M,Stratum 2,Level 2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320438250,M,Stratum 2,It is not classified by the SISBEN,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320438253,F,Stratum 2,It is not classified by the SISBEN,No,No,Yes,No,No,No,No,No,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320438259,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201320438670,M,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320438809,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320438813,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320438938,M,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320438950,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320439014,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,4
SB11201320439204,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320439468,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320439512,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320439523,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320439646,M,Stratum 2,Level 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320439829,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320439918,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,3
SB11201320440134,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,4
SB11201320440277,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320440361,F,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320440369,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320440373,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320440378,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320440413,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320440416,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320440465,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320440632,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320440656,M,Stratum 1,Level 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,1
SB11201320440755,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320440814,F,Stratum 2,Level 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,2
SB11201320440855,M,Stratum 1,Level 1,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320441119,F,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320441370,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320441393,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320441435,F,Stratum 2,Level 1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320441497,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320441941,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320442137,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320442345,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320442375,M,Stratum 2,Level 2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320442572,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320442700,F,Stratum 2,Level 2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320442808,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320442879,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320442881,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320442926,M,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320443026,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320443081,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,3,2
